1634059660 	16.50	16.56	16.75	16.43	16.56	16.62	16.43	0.0
1634059661 	16.50	16.56	16.75	16.43	16.56	16.62	16.43	0.0
1634059662 	16.50	16.56	16.81	16.43	16.56	16.62	16.43	0.0
1634059663 	16.50	16.56	16.81	16.43	16.56	16.62	16.43	0.0
1634059664 	16.50	16.56	16.81	16.43	16.56	16.62	16.43	0.0
1634059665 	16.50	16.56	16.75	16.43	16.62	16.62	16.43	0.0
1634059666 	16.43	16.56	16.81	16.43	16.56	16.62	16.43	0.0
1634059667 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059668 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059669 	16.50	16.56	16.81	16.43	16.62	16.68	16.43	0.0
1634059670 	16.50	16.56	16.81	16.50	16.62	16.62	16.43	0.0
1634059671 	16.50	16.56	16.81	16.43	16.62	16.68	16.43	0.0
1634059672 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059673 	16.50	16.56	16.75	16.43	16.62	16.68	16.43	0.0
1634059674 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059675 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059676 	16.50	16.62	16.81	16.43	16.62	16.68	16.43	0.0
1634059677 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059678 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059679 	16.50	16.56	16.81	16.43	16.62	16.68	16.43	0.0
1634059680 	16.50	16.62	16.81	16.43	16.62	16.62	16.43	0.0
1634059681 	16.50	16.62	16.81	16.43	16.62	16.68	16.43	0.0
1634059682 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059683 	16.50	16.62	16.81	16.43	16.62	16.62	16.43	0.0
1634059684 	16.50	16.62	16.81	16.43	16.62	16.68	16.43	0.0
1634059685 	16.50	16.62	16.81	16.43	16.62	16.62	16.43	0.0
1634059686 	16.50	16.62	16.81	16.43	16.62	16.62	16.43	0.0
1634059687 	16.50	16.62	16.81	16.43	16.62	16.62	16.43	0.0
1634059688 	16.50	16.56	16.81	16.43	16.62	16.62	16.43	0.0
1634059689 	16.56	16.62	16.81	16.43	16.62	16.68	16.43	0.0
1634188690 	16.50	16.56	16.81	16.43	16.68	16.68	16.43	0.0
1634188691 	16.50	16.62	16.81	16.43	16.68	16.62	16.43	0.0
1634188692 	16.50	16.62	16.81	16.43	16.68	16.62	16.43	0.0
1634188693 	16.50	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188694 	16.50	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188695 	16.50	16.56	16.81	16.43	16.68	16.62	16.43	0.0
1634188696 	16.50	16.56	16.81	16.43	16.68	16.68	16.43	0.0
1634188697 	16.50	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188698 	16.50	16.62	16.87	16.50	16.68	16.68	16.43	0.0
1634188699 	16.56	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188700 	16.50	16.62	16.81	16.43	16.68	16.62	16.43	0.0
1634188701 	16.56	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188702 	16.56	16.62	16.81	16.50	16.68	16.68	16.43	0.0
1634188703 	16.50	16.62	16.81	16.43	16.68	16.68	16.50	0.0
1634188704 	16.56	16.62	16.81	16.50	16.68	16.68	16.43	0.0
1634188705 	16.56	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188706 	16.56	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188707 	16.56	16.62	16.81	16.50	16.68	16.68	16.43	0.0
1634188708 	16.56	16.62	16.81	16.50	16.68	16.68	16.43	0.0
1634188709 	16.56	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188710 	16.56	16.62	16.87	16.50	16.68	16.68	16.43	0.0
1634188711 	16.56	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188712 	16.56	16.62	16.81	16.50	16.68	16.68	16.43	0.0
1634188713 	16.50	16.62	16.81	16.43	16.68	16.68	16.43	0.0
1634188714 	16.50	16.62	16.81	16.43	16.75	16.68	16.43	0.0
1634188715 	16.50	16.62	16.87	16.43	16.68	16.68	16.43	0.0
1634188716 	16.56	16.62	16.87	16.43	16.68	16.68	16.43	0.0
1634188717 	16.56	16.62	16.81	16.50	16.75	16.68	16.43	0.0
1634188718 	16.56	16.62	16.81	16.43	16.75	16.68	16.43	0.0
1634188719 	16.56	16.62	16.81	16.43	16.75	16.68	16.43	0.0
1634188720 	16.56	16.62	16.81	16.50	16.68	16.68	16.43	0.0
1634188721 	16.56	16.62	16.81	16.43	16.75	16.68	16.43	0.0
1634188722 	16.56	16.68	16.81	16.43	16.75	16.68	16.43	0.0
1634188723 	16.56	16.62	16.81	16.43	16.75	16.68	16.43	0.0
1634188724 	16.56	16.62	16.87	16.50	16.75	16.68	16.50	0.0
1634188725 	16.56	16.62	16.87	16.50	16.75	16.68	16.43	0.0
1634188726 	16.56	16.62	16.87	16.43	16.75	16.68	16.43	0.0
1634188727 	16.56	16.68	16.81	16.43	16.75	16.68	16.43	0.0
1634188728 	16.56	16.62	16.81	16.50	16.75	16.68	16.43	0.0
1634188729 	16.56	16.68	16.87	16.50	16.75	16.68	16.43	0.0
1634188730 	16.56	16.62	16.87	16.43	16.75	16.68	16.50	0.0
1634188731 	16.56	16.62	16.81	16.50	16.75	16.68	16.50	0.0
1634188732 	16.56	16.62	16.81	16.43	16.75	16.68	16.50	0.0
1634188733 	16.56	16.68	16.81	16.50	16.75	16.68	16.43	0.0
1634188734 	16.56	16.68	16.81	16.50	16.75	16.68	16.43	0.0
1634188735 	16.56	16.68	16.87	16.50	16.75	16.68	16.43	0.0
1634188736 	16.56	16.68	16.87	16.50	16.75	16.68	16.50	0.0
1634188737 	16.56	16.68	16.87	16.50	16.75	16.68	16.43	0.0
1634188738 	16.56	16.68	16.81	16.43	16.75	16.68	16.50	0.0
1634188739 	16.56	16.68	16.81	16.43	16.75	16.68	16.43	0.0
1634188740 	16.56	16.68	16.81	16.50	16.75	16.68	16.43	0.0
1634188741 	16.62	16.68	16.81	16.50	16.75	16.68	16.50	0.0
1634188742 	16.56	16.68	16.81	16.43	16.75	16.68	16.43	0.0
1634188743 	16.56	16.68	16.87	16.50	16.75	16.68	16.43	0.0
1634188744 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188745 	16.56	16.68	16.81	16.50	16.81	16.68	16.43	0.0
1634188746 	16.56	16.62	16.87	16.50	16.75	16.68	16.50	0.0
1634188747 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188748 	16.56	16.68	16.81	16.50	16.81	16.68	16.43	0.0
1634188749 	16.56	16.68	16.87	16.43	16.81	16.68	16.50	0.0
1634188750 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188751 	16.62	16.68	16.81	16.50	16.81	16.68	16.50	0.0
1634188752 	16.56	16.68	16.81	16.50	16.81	16.68	16.50	0.0
1634188753 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188754 	16.56	16.68	16.81	16.50	16.81	16.68	16.50	0.0
1634188755 	16.56	16.68	16.81	16.50	16.81	16.68	16.50	0.0
1634188756 	16.56	16.68	16.87	16.50	16.81	16.68	16.43	0.0
1634188757 	16.56	16.68	16.81	16.50	16.81	16.75	16.43	0.0
1634188758 	16.56	16.68	16.87	16.43	16.81	16.68	16.50	0.0
1634188759 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188760 	16.56	16.68	16.87	16.43	16.81	16.68	16.50	0.0
1634188761 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188762 	16.56	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188763 	16.56	16.68	16.87	16.50	16.87	16.68	16.50	0.0
1634188764 	16.62	16.68	16.81	16.43	16.81	16.68	16.50	0.0
1634188765 	16.62	16.75	16.87	16.50	16.81	16.68	16.50	0.0
1634188766 	16.62	16.68	16.87	16.50	16.81	16.75	16.50	0.0
1634188767 	16.62	16.68	16.87	16.50	16.81	16.68	16.50	0.0
1634188768 	16.62	16.68	16.87	16.50	16.81	16.75	16.50	0.0
1634188769 	16.62	16.68	16.81	16.50	16.81	16.68	16.50	0.0
1634188770 	16.62	16.75	16.87	16.50	16.81	16.68	16.50	0.0
1634188771 	16.62	16.68	16.87	16.50	16.81	16.68	16.43	0.0
1634188772 	16.62	16.75	16.87	16.50	16.87	16.68	16.50	0.0
1634188773 	16.62	16.68	16.87	16.50	16.81	16.68	16.50	0.0
